ano,mes,sigla_uf,id_municipio,id_municipio_6,admitidos_desligados,tipo_estabelecimento,tipo_movimentacao_desagregado,faixa_emprego_inicio_janeiro,tempo_emprego,quantidade_horas_contratadas,salario_mensal,saldo_movimentacao,indicador_aprendiz,indicador_trabalho_intermitente,indicador_trabalho_parcial,indicador_portador_deficiencia,tipo_deficiencia,cbo_2002,cnae_1,cnae_2,cnae_2_subclasse,grau_instrucao,idade,sexo,raca_cor,subsetor_ibge,bairros_sp,bairros_fortaleza,bairros_rj,distritos_sp,regiao_administrativas_df,regiao_administrativas_rj,regiao_administrativas_sp,regiao_corede,regiao_corede_04,regiao_gov_sp,regiao_senac_pr,regiao_senai_pr,regiao_senai_sp,subregiao_senai_pr
2011,6,RO,1100023,110002,02,01,06,03,2.0,44,588.0,-1,0,,,0,00,514225,52442,47440,4744001,07,20,01,02,16,,,,,0000,,999,,99,999,99,,999,99
2011,6,RO,1100023,110002,01,01,02,04,0.0,44,1077.0,1,0,,,0,00,715615,45217,41204,4120400,07,37,01,02,15,,,,,0000,,999,,99,999,99,,999,99
2011,6,RO,1100205,110020,01,03,02,01,0.0,44,800.0,1,0,,,0,00,992225,01414,01512,0151201,05,19,01,08,25,,,,,0000,,999,,99,999,99,,999,99
2011,6,RO,1100205,110020,01,01,02,02,0.0,36,580.0,1,0,,,0,00,517410,70408,81125,8112500,07,40,01,08,21,,,,,0000,,999,,99,999,99,,999,99
2011,6,RO,1100205,110020,01,01,02,05,0.0,44,644.0,1,0,,,0,00,631020,52124,47113,4711302,07,23,02,08,16,,,,,0000,,999,,99,999,99,,999,99
2011,6,RO,1100205,110020,01,01,01,05,0.0,44,1913.0,1,0,,,0,00,223710,55247,56201,5620101,09,26,02,09,13,,,,,0000,,999,,99,999,99,,999,99
2011,10,MA,2103406,210340,02,01,11,08,3.0,44,1294.0,-1,0,,,0,00,622020,01139,01130,0113000,01,53,01,08,25,,,,,0000,,999,,99,999,99,,999,99
2011,10,MA,2103406,210340,02,01,11,08,3.0,44,1887.0,-1,0,,,0,00,622020,01139,01130,0113000,04,27,01,08,25,,,,,0000,,999,,99,999,99,,999,99
2011,10,MA,2103406,210340,02,01,11,08,3.0,44,1160.0,-1,0,,,0,00,622020,01139,01130,0113000,04,23,01,08,25,,,,,0000,,999,,99,999,99,,999,99
2011,10,MA,2111300,211130,02,01,11,05,2.0,44,1070.0,-1,0,,,0,00,782515,45497,43291,4329199,07,38,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2011,10,MA,2111300,211130,02,01,11,07,2.0,44,605.0,-1,0,,,0,00,784105,52116,47113,4711301,06,17,01,08,16,,,,,0000,,999,,99,999,99,,999,99
2011,3,MA,2103000,210300,01,01,01,01,0.0,44,561.0,1,0,,,0,00,731205,52434,47547,4754701,07,27,01,08,16,,,,,0000,,999,,99,999,99,,999,99
2011,3,MA,2111300,211130,01,01,02,09,0.0,44,816.0,1,0,,,0,00,715315,45217,41204,4120400,02,41,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2011,3,MA,2112209,211220,02,01,11,01,2.0,44,611.0,-1,0,,,0,00,717020,45217,41204,4120400,02,19,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2011,3,MA,2101400,210140,02,01,06,02,13.0,22,670.0,-1,0,,,0,00,332205,80993,85996,8599604,08,22,01,02,23,,,,,0000,,999,,99,999,99,,999,99
2011,3,MA,2111300,211130,02,01,04,09,7.0,44,860.0,-1,0,,,0,00,715315,45292,42995,4299599,07,26,01,04,15,,,,,0000,,999,,99,999,99,,999,99
2011,3,MA,2111300,211130,01,01,02,01,0.0,44,656.0,1,0,,,0,00,411005,67202,66223,6622300,07,27,02,02,19,,,,,0000,,999,,99,999,99,,999,99
